gender resp	age	Head_Household	adults_num	gender1	age1	hh1	educ1	contrib1	gender2	age2	hh2	educ2	contrib2	gender3	age3	hh3	educ3	contrib3	gender4	age4	hh4	educ4	contrib4	gender5	age5	hh5	educ5	contrib5	gender6	age6	hh6	educ6	contrib6	gender7	age7	hh7	educ7	contrib7	gender8	age8	hh8	educ8	contrib8	gender9	age9	hh9	educ9	contrib9	gender10	age10	hh10	educ10	contrib10	children_num	children1_num	totalhhcompo	cfw_participation	leave	cfw_worker_num	cfw_age1	cfw_gend1	cfw_age2	cfw_gend2	cfw_age3	cfw_gend3	cfw_age4	cfw_gend4	cfw_age5	cfw_gend5	cashspend_num	spend_age1	spend_gend1	spend_influencer1	spend_age2	spend_gend2	spend_influencer2	spend_age3	spend_gend3	spend_influencer3	spend_age4	spend_gend4	spend_influencer4	spend_age5	spend_gend5	spend_influencer5	slctmonth1	daysworked1	currency1	amount1	slctmonth2	daysworked2	currency2	amount2	slctmonth3	daysworked3	currency3	amount3	slctmonth4	daysworked4	currency4	amount4	slctmonth5	daysworked5	currency5	amount5	slctmonth6	daysworked6	currency6	amount6	slctmonth7	daysworked7	currency7	amount7	why_selected	why	fairselection	level_effort	gender_supervisor	selected	selected_explain	trainings	salary_corect	salary_explain	salary_decided	salarydecision_explain	changes	youth	use1	use2	use3	usage1	usage2	usage3	usage4	usage5	usage6	usage7	usage8	usage9	usage10	usage11	usage12	usage13	usage14	usage15	usage16	usage17	usage18	usage19	usage20	usage21	usage22	usage23	usage24	usage25	usage26	project_lasted	effect_lasted	increased_exp Sorghum	increased_exp Wheat flour	increased_exp Maize	increased_exp Sugar	increased_exp Veg Oil	increased_exp Milk	increased_exp Rice	increased_exp Meat	increased_exp Fish	increased_exp Tea leaves	increased_exp Salt	increased_exp Cow pea	increased_exp Pasta	increased_exp Fruits	increased_exp Soap	increased_exp Water	increased_exp Health	increased_exp Clothes	increased_exp School - Madrassa	increased_exp School - Formal	increased_exp Kerozene	increased_exp Firewood	increased_exp Qhat	increased_exp Tools	increased_exp Books	increased_exp Education	increased_exp Not form above	diffcult_months January	diffcult_months February	diffcult_months March	diffcult_months April	diffcult_months May	diffcult_months June	diffcult_months July	diffcult_months August	diffcult_months September	diffcult_months October	diffcult_months November	diffcult_months December	reasonJan	reasonFeb	reasonMar	reasonApril	reasonMay	reasonJune	reasonJuly	reasonAug	reasonSep	reasonOct	reasonNov	reasonDec	investment	Livelihood category	skills	income_generation	ablegenerate_income	amt	more_work	More_work_no_explain	learning1	learning2	learning3	protection_learning1	protection_learning2	protection_learning3	region_clean	District_clean	Village_clean	male%	age_mean	age_median	educ_mean	educ_highest	educ_median	contrib%	contrib_tot	femalecontrib%	age HHH	gender HHH	cfw_worker_HH%	cfw_worker_women%	cfw_worker_age_mean	cfw_worker_age_median	cashspend_HH_member_%	cashspend_Women%	cashspend_age_ponderated	Total_CFW_earned_USD	Total_CFW_earned_per_familymember
Male	48	Yes	5	Female	18	No	Some primary school	No	Female	20	No	Some primary school	No	Male	25	No	Some primary school	No	Male	48	Yes	Some primary school	Yes	Female	39	0	Some primary school	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	Yes	No	1	48	Male	0	0	0	0	0	0	0	0	2	39	Female	50	48	Male	50	0	0	0	0	0	0	0	0	0	May	30	USD	116.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	April	0	0	0.0	June	0	0	0.0	July	0	0	0.0	No	0	Yes	Yes	Male	No	0	Dive into construction, sculpting and decoration	Yes	0	No	0	There was no change. The same situation did not change. The supervisors treat people incorrectly. They were not honest in choosing. The supervisors are not qualified and choose who they want.	They went looking for a job that suits them	Wheat flour	School - Formal	Veg Oil	0	25.0	0.0	0.0	41.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83	0	0.0	0	0.0	0.0	0	0.0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	Every month is difficult because there is no work and I am strong enough to work	1000	job	And we learned how to work with bricks, buildings and plastering	I do not have any activity but my son works	No	0.0	No	because I'm disabled	Shibam is a historical city and I am one of its children and all the historical heritage we know	None	None	We learned sculpting to protect archaeological sites and drawing for restoration so that it can return as it was	None	I don't find	Sana'a	Alsabeyn	Hadah	40.0	30.0	25.0	Some primary school	Some primary school	Some primary school	40.0	2	50.0	48	Male	20.0	0.0	48.0	48.0	40.0	50	43.5	116.0	14.5
Female	21	No	6	Male	40	Yes	Completed secondary school	Yes	Male	25	0	Some secondary school	No	Male	24	0	University	No	Female	21	0	University	No	Female	33	0	Completed primary school	Yes	Female	60	0	No formal education	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	Yes	No	1	21	Female	0	0	0	0	0	0	0	0	2	40	Male	50	33	Female	5	0	0	0	0	0	0	0	0	0	April	30	USD	96.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	May	0	0	0.0	June	0	0	0.0	July	0	0	0.0	Yes	Because I do not have a source of income and I have experience in firewood	Yes	Yes	Female	Yes	Because I do not have a source of income and I have experience in firewood	Sewing Al-Khoudiya Computer	Yes	0	No	0	She assisted the head of the family in organizing the family and assisting family medicine in spending on internal expenses and paying off debts	I do not know	Education	Wheat flour	Sugar	0	20.0	0.0	12.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	66.0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Because of walking, the weather is hot, and I need transportation, and because we walk and get tired, we feel hungry for a long time, and we need a bathroom, and there is no bathroom	0	0	0	0	0	0	0	1000	Action	We learned how to do firewood and increased experience in firewood and more practice	The head of the family worked as a postal employee and is now looking for a job	No	0.0	Yes	0	Shibam Hadramout teacher	None	None	Preserving the monuments	None	None	Sana'a	Alsabeyn	Hadah	50.0	33.833333333333336	29.0	Some secondary school	University	Some secondary school	33.33333333333333	2	50.0	40	Male	16.666666666666664	100.0	21.0	21.0	33.33333333333333	5	21.65	96.0	12.0
Female	25	No	4	Male	50	Yes	Some primary school	Yes	Female	40	0	Completed primary school	Yes	Male	19	0	Some secondary school	No	Female	25	0	Completed primary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	Yes	No	1	25	Female	0	0	0	0	0	0	0	0	2	50	Male	50	40	Female	50	0	0	0	0	0	0	0	0	0	August	12	USD	35.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	April	0	0	0.0	May	0	0	0.0	June	0	0	0.0	No	0	Yes	Yes	Female	No	0	Hairdresser	Yes	0	No	0	I benefited from the amount they spent on us and we spent it on household expenses	I do not know	Veg Oil	Wheat flour	Soap	0	11.0	0.0	0.0	19.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Summer days are very hot and we get tired and we go to wood and there are no bathrooms	0	0	0	0	0	200	Occupation	We learned how to properly firewood	We work on firewood for income	Yes	2.5	Yes	0	We are among the sons of Shifa. We do not know the historical and archaeological sites	None	None	Preserving archaeological sites after neglecting or tampering with them	None	None	Sana'a	Alsabeyn	Hadah	50.0	33.5	32.5	Completed primary school	Some secondary school	Completed primary school	50.0	2	50.0	50	Female	25.0	100.0	25.0	25.0	50.0	50	45.0	35.0	5.833333333333333
Male	38	Yes	8	Male	32	No	Some secondary school	No	Male	20	No	Some primary school	No	Male	38	Yes	Some secondary school	Yes	Female	36	0	University	No	Female	34	0	University	No	Female	28	0	Some primary school	No	Female	30	0	Some secondary school	No	Female	32	0	Completed primary school	No	0	0	0	0	0	0	0	0	0	0	1	1	10	Yes	No	1	38	Male	0	0	0	0	0	0	0	0	1	38	Male	100	0	0	0	0	0	0	0	0	0	0	0	0	April	12	USD	70.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	May	0	0	0.0	June	0	0	0.0	July	0	0	0.0	No	0	Yes	Yes	Male	No	0	I need training in the field of water and water networks	Yes	0	No	0	We benefited a lot and went to work in other regions and other valleys, and this is thanks to what we learned in the program	What I know is that all those who signed up for the program	Clothes	Rice	Wheat flour	0	25.0	0.0	0.0	0.0	0.0	16.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0	0	0.0	0	0.0	0.0	0	0.0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	Ramadan coincides with spending a lot, and I need a bigger income	0	0	It coincides with the month of Dhul-Hijjah, which has obligations, schools and marriages	0	0	0	0	1000	Action	I learned the implementation of networks and welding of pipes with lead celine	Breeding sheep	Yes	8.0	Yes	0	The city of Shibam, we are its residents and we know all the historical sites in it	None	None	Replacing iron pipes with polyolefin pipes to protect them from rust and many complaints from modern pipes to impede the passage of people in terms of cracking	None	None	Sana'a	Alsabeyn	Hadah	37.5	31.25	32.0	Some secondary school	University	Some secondary school	12.5	1	0.0	38	Male	12.5	0.0	38.0	38.0	12.5	0	38.0	70.0	7.0
Male	25	No	10	Male	45	Yes	Some primary school	Yes	Male	43	0	Koranic school	Yes	Male	35	0	Some primary school	No	Male	32	0	Some primary school	No	Male	27	0	Some primary school	No	Male	25	0	Some primary school	No	Female	27	0	Some primary school	No	Female	23	0	Some primary school	No	Female	22	0	Some primary school	No	Female	23	0	Some primary school	No	2	0	12	Yes	No	1	45	Male	0	0	0	0	0	0	0	0	2	45	Male	50	43	Male	50	0	0	0	0	0	0	0	0	0	May	20	USD	4.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	April	0	0	0.0	June	0	0	0.0	July	0	0	0.0	No	0	Yes	Yes	Male	No	0	Study on engineering and supervision	Yes	0	No	0	I was sitting without work and when I registered in the program, the program helped us in the daily expenditure	He went and looked for other work	Wheat flour	Veg Oil	Rice	0	25.0	0.0	0.0	15.0	0.0	33.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Due to the lack of work this month	0	0	0	1000	job	I learned how to build, how to roads, decoration and carpentry	Freelancing, I am currently working in clay	Yes	4.0	Yes	0	Shibam Hadramout is a historical city and we know it since ancient times	None	None	We preserve archaeological sites from rain and preserve their appearance, and also help in building the same style	None	None	Sana'a	Alsabeyn	Hadah	60.0	30.2	27.0	Some primary school	Some primary school	Some primary school	20.0	2	0.0	45	Male	10.0	0.0	45.0	45.0	20.0	0	44.0	4.0	0.3333333333333333
Male	27	Yes	4	Male	27	Yes	Completed secondary school	Yes	Female	25	0	Completed secondary school	No	Female	50	0	No formal education	No	Female	38	0	Completed secondary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	Yes	No	1	27	Male	0	0	0	0	0	0	0	0	1	27	Male	100	0	0	0	0	0	0	0	0	0	0	0	0	May	25	YER	180000.0	June	26	YER	180000.0	July	8	YER	120000.0	August	25	YER	180000.0	September	25	YER	180000.0	October	0	0	0.0	November	0	0	0.0	Yes	I was chosen because of my experience in the field of cutting stones and making yoghurt	Yes	Yes	Male	Yes	I was chosen because of my experience in the field of cutting stones and making yoghurt	Training in building niches	Yes	0	No	0	- My financial condition improved somewhat - I was able to buy a motorcycle to secure my income after the project ended	I have no information about this aspect	Tools	Health	Qhat	40	25.0	0.0	30.0	35.0	0.0	35.0	30.0	15	10.0	5.0	15.0	0.0	25.0	30.0	15.0	170.0	85.0	0	0	30.0	0	125.0	588.0	0	0.0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Working days were very few	0	0	0	0	0	1200	Motorcycle driver according to job opportunities	- I learned the skill of cutting stones - I learned how yajur is made	motorcycle driver	No	0.0	Yes	0	The importance of preserving ancient heritage	The importance of archaeological buildings and their features	Ancient houses live longer	The importance of archaeological buildings in embodying the history and civilization of Yemen	The necessity of preserving ancient buildings from demolition, disappearance, obliteration of landmarks, and work to restore them	Inform the competent authorities in the event that these buildings are exposed to any danger that may befall them	Alhadayda	Almurawaea	Alqatie	25.0	35.0	32.5	Some secondary school	Completed secondary school	Completed secondary school	25.0	1	0.0	27	Male	25.0	0.0	27.0	27.0	25.0	0	27.0	3360.0	672.0
Male	23	No	6	Male	60	Yes	Koranic school	Yes	Female	45	0	No formal education	No	Male	30	0	Vocational	Yes	Female	25	0	Completed secondary school	No	Male	23	0	Koranic school	Yes	Male	20	0	Completed secondary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	Yes	No	2	60	Male	23	Male	0	0	0	0	0	0	3	60	Male	50	30	Male	30	23	Male	20	0	0	0	0	0	0	September	25	YER	50000.0	October	24	YER	48000.0	November	25	YER	50000.0	December	24	YER	48000.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	No	0	Yes	Yes	Male	No	0	I need training in how to carve old yajour	Yes	0	No	0	My physical condition has improved	I have no information about that	Milk	Fish	Fruits	0	28.0	0.0	24.0	28.0	40.0	24.0	0.0	40	8.0	8.0	24.0	0.0	32.0	12.0	0.0	0.0	32.0	0	0	24.0	0	0.0	0.0	0	0.0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	The lack of a source of income for the family	0	0	0	0	0	0	0	0	0	0	0	The beneficiary refused to give the statement	Some simple skills in construction, such as knowing the quantities of the mixture used for construction and excavation, and some information about the yajour and how to build with it	After the end of the project period, I was not able to get any job opportunity to secure daily income	No	0.0	Yes	0	The ancient houses are beautiful and have many advantages	Nothing	Nothing	Ancient buildings must be preserved	Ancient buildings must not be demolished or removed	Nothing	Alhadayda	Almurawaea	Alqatie	66.66666666666666	33.833333333333336	27.5	Completed primary school	Completed secondary school	Some primary school	50.0	3	0.0	60	Male	33.33333333333333	0.0	41.5	41.5	50.0	0	43.6	784.0	130.66666666666666
Male	37	Yes	2	Male	37	Yes	Some primary school	Yes	Female	39	0	No formal education	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	Yes	No	1	37	Male	0	0	0	0	0	0	0	0	1	37	Male	100	0	0	0	0	0	0	0	0	0	0	0	0	December	15	YER	80000.0	January	8	YER	45000.0	February	7	YER	38000.0	March	6	YER	33000.0	April	5	YER	24000.0	May	0	0	0.0	June	0	0	0.0	Yes	I was selected based on their need for drivers	Yes	Yes	Male	Yes	I was selected based on their need for drivers	I don't want to get training	Yes	0	No	0	My physical condition has improved quite a bit	I have no information about that	Qhat	Kerozene	Wheat flour	30	30.0	0.0	25.0	25.0	0.0	25.0	0.0	15	5.0	5.0	0.0	0.0	25.0	5.0	0.0	7.0	0.0	0	0	35.0	0	125.0	0.0	0	0.0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	A work interruption occurred, which affected the financial situation	0	0	0	0	0	0	0	0	0	0	400	Babur driver	- I did not acquire any skill during the project period	Babur driver	No	0.0	Yes	0	Yemen is a country of civilizations and heritage	None	None	Preserving heritage because it is a civilized gain	Nothing	Nothing	Alhadayda	Almurawaea	Alqatie	50.0	38.0	38.0	Koranic school	Some primary school	Koranic school	50.0	1	0.0	37	Male	50.0	0.0	37.0	37.0	50.0	0	37.0	880.0	125.71428571428571
Male	54	Yes	4	Male	54	Yes	Some primary school	Yes	Female	47	0	Some primary school	No	Female	26	0	Some primary school	No	Female	20	0	Some primary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	Yes	No	1	54	Male	0	0	0	0	0	0	0	0	1	54	Male	100	0	0	0	0	0	0	0	0	0	0	0	0	August	18	USD	4.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	April	0	0	0.0	May	0	0	0.0	June	0	0	0.0	No	0	Yes	Yes	Male	No	0	Restoration of homes, windows and doors	Yes	0	No	0	We have evolved in training in the aspect of plumbing, electricity and roads, and we are better than the first	I do not know	Rice	Wheat flour	Sugar	0	41.0	0.0	41.0	0.0	0.0	29.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	The cost of living and work are difficult, and they are mostly winter days	The cost of living and work are difficult, and they are mostly winter days	0	0	0	0	0	0	300	Job search	I learned carpentry, plumbing and electricity	Carpentry and plumbing	Yes	1.5	Yes	0	Shibam Hadramout is all archaeological from the gate to the end	None	None	Not being neglected and tampered with	None	None	Sana'a	Alsabeyn	Hadah	25.0	36.75	36.5	Some primary school	Some primary school	Some primary school	25.0	1	0.0	54	Male	25.0	0.0	54.0	54.0	25.0	0	54.0	4.0	0.6666666666666666
Male	55	Yes	3	Male	55	Yes	Some secondary school	Yes	Male	25	0	Some secondary school	No	Female	35	0	Completed secondary school	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	Yes	No	1	55	Male	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	July	20	USD	75.0	August	20	USD	75.0	September	20	USD	75.0	January	0	0	0.0	March	0	0	0.0	June	0	0	0.0	October	0	0	0.0	No	0	Yes	Yes	Male	No	0	computer	Yes	0	No	0	The sums that were disbursed to us caused a lot of our needs, and in terms of training, we have developed a lot	They got angry and upset, why weren&#39;t they selected but went to look for work?	Wheat flour	Veg Oil	Rice	0	166.0	0.0	0.0	166.0	0.0	83.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	3	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	There are no jobs and we can't get the house expenses, usually during the month of Ramadan and Shawwal	There are no jobs and we can't get the house expenses, usually during the month of Ramadan and Shawwal	0	0	0	0	0	0	0	800	Action	Sculpture, wood restoration and house engraving	work on clay	Yes	3.75	Yes	0	Ancient carving and engraving of buildings and walls at the entrances and exits of homes	None	None	Not neglecting it, preserving it from extinction, changing and restoring it	None	None	Sana'a	Alsabeyn	Hadah	66.66666666666666	38.333333333333336	35.0	Some secondary school	Completed secondary school	Some secondary school	33.33333333333333	1	0.0	55	Male	33.33333333333333	0.0	55.0	55.0	0.0	0	0.0	225.0	45.0
Male	20	Yes	9	Male	20	Yes	Some secondary school	Yes	Male	30	0	Completed primary school	Yes	Male	25	0	University	No	Male	23	0	Some primary school	No	Female	29	0	Completed primary school	No	Female	28	0	Completed primary school	No	Female	25	0	Completed primary school	No	Female	20	0	Completed primary school	No	Female	24	0	Completed primary school	No	0	0	0	0	0	0	0	9	Yes	No	1	20	Male	0	0	0	0	0	0	0	0	2	20	Male	50	30	Male	50	0	0	0	0	0	0	0	0	0	July	4	USD	15.0	January	0	0	0.0	March	0	0	0.0	February	0	0	0.0	August	0	0	0.0	September	0	0	0.0	December	0	0	0.0	No	0	Yes	Yes	Male	No	0	Sculpture and skimming, the right of homes and roads	Yes	0	No	0	We learned a lot about building restoration and engraving and developed more than before	Believe in what God has written for them	Wheat flour	Sugar	Rice	0	8.0	0.0	3.0	0.0	0.0	3.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	0	0.0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	There is no work, and it often falls on holidays	0	0	0	0	0	0	500	job	Sculpture, hammering and construction	Building and roads teacher and this increases the income	Yes	1.6	Yes	0	We are from the sons of Shibam and we know very well all the archaeological sites and their history	None	None	When archaeological sites are damaged, we must preserve them because they represent the history of Yemen	None	None	Sana'a	Alsabeyn	Hadah	44.44444444444444	24.88888888888889	25.0	Completed primary school	University	Completed primary school	22.22222222222222	2	0.0	20	Male	11.11111111111111	0.0	20.0	20.0	22.22222222222222	0	25.0	15.0	1.6666666666666667
Male	27	Yes	4	Male	27	Yes	University	Yes	Female	55	0	No formal education	No	Female	25	0	University	No	Male	23	0	University	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	Yes	Yes	1	27	Male	0	0	0	0	0	0	0	0	2	55	Female	50	27	Male	50	0	0	0	0	0	0	0	0	0	June	15	USD	127.0	January	0	0	0.0	February	0	0	0.0	March	0	0	0.0	April	0	0	0.0	May	0	0	0.0	July	0	0	0.0	Yes	I applied for a social fund for development and I was accepted into the job	Yes	Yes	Female	No	0	Trainings in computers, accounting system, designs and everything related to computer and technology	Yes	0	No	0	I changed for the better from work. I benefited a lot from what I didn’t know about building and bricks and restoring historical monuments.	I do not know	Rice	Education	Health	0	20.0	0.0	10.0	15.0	0.0	35.0	10.0	5	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	10.0	0	0	0.0	0	0.0	0.0	0	7.0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	My father passed away and I took responsibility	I will spend on my family, and I will be the head of the family after my father, may God have mercy on him	0	0	0	0	0	0	0	0	0	I learned building and sculpting and got to know the Aden character	There is no	No	0.0	Yes	0	I learned the identity of the Aden character and the architectural style	0	0	The importance of protecting the Atrian sites in order to preserve our Adenic character, our historical landmark, and the ancient architectural anomaly.	0	0	Eden	Kritar	Al-Samoud neighborhood alone, the martyr Badr	50.0	32.5	26.0	Some secondary school	University	University	50.0	2	0.0	27	Male	25.0	0.0	27.0	27.0	50.0	50	41.0	127.0	25.4
Male	24	No	5	Male	65	Yes	Vocational	Yes	Female	57	0	Completed primary school	No	Male	24	0	University	Yes	Male	24	0	University	Yes	Female	21	0	University	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Yes	Yes	1	24	Male	0	0	0	0	0	0	0	0	1	65	Male	70	0	0	0	0	0	0	0	0	0	0	0	0	May	5	USD	33.0	December	0	0	0.0	November	0	0	0.0	February	0	0	0.0	January	0	0	0.0	March	0	0	0.0	October	0	0	0.0	Yes	I registered with the Social Fund for Development, and because of my studies, I did not complete my work with them	Yes	Yes	Male	No	0	Everything related to computers, I am currently studying IT engineering	Yes	0	No	0	I did not undergo many changes because I worked for a few days	I do not know	Education	Books	Tools	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0	0.0	0.0	25	8.0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	My family went through a health problem	0	0	0	0	0	There is no	No	0.0	Yes	0	I do not know	I do not know	I do not know	I do not know	I do not know	I do not know	Eden	Kritar	Al-Samoud neighborhood alone, the martyr Badr	60.0	38.2	24.0	Completed secondary school	University	University	60.0	3	0.0	65	Male	20.0	0.0	24.0	24.0	20.0	0	45.5	33.0	6.6
Male	34	Yes	2	Male	24	Yes	University	Yes	Female	25	0	University	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Yes	Yes	1	34	Male	0	0	0	0	0	0	0	0	2	34	Male	50	25	Female	50	0	0	0	0	0	0	0	0	0	February	25	YER	375000.0	March	20	YER	375000.0	April	25	YER	375000.0	January	0	0	0.0	May	0	0	0.0	August	0	0	0.0	June	0	0	0.0	Yes	Because of my experience and work	Yes	No	Male	Yes	The reason for my experience in construction work	In the field of my construction work, I do not need training. I am able to be a trainer. I need training in other fields	No	بالمتر اخرج من الاجر اليومي	Yes	باليومية مثل اي معلم واسطئ	There was a little change. If the work was continuing, there would have been a change, but the work was interrupted	He was not chosen, because the 35-year-old took a job in a second place, and your Lord is generous	Qhat	Fruits	Meat	0	90.0	0.0	20.0	25.0	0.0	30.0	225.0	50	5.0	1.7	0.0	10.0	225.0	15.0	60.0	125.0	150.0	0	0	50.0	0	300.0	125.0	0	0.0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	There is no thank god	0	0	0	0	0	0	0	0	0	0	0	3000	daily payment	Building with bricks, stone, bricks, tiles, and I have experience with electricity and plumbing	Building blocks, stone, bricks, tiles, plumbing and electricity	Yes	80.0	Yes	0	Building with bricks is proportional to mud, not cement.	Preserving the old and historical buildings in their old style and form.	- Preserving ancient monuments that represent the history of Yemen and Umrah.	Protecting and rebuilding it in the same shape and form.	We must preserve it and protect it from rain and torrential rain and do regular maintenance.	Historic and ancient houses indicate Yemeni origin	Sana'a	Alsabeyn	Bayt bus	50.0	24.5	24.5	University	University	University	50.0	1	0.0	34	Male	50.0	0.0	34.0	34.0	100.0	50	29.5	4500.0	2250.0
